"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0004197","cysteine-type endopeptidase activity","2/43","11/2693",0.012503381058305,0.540280522449749,0.537855762863071,"Dark/sol",2
"GO:0008047","enzyme activator activity","4/43","69/2693",0.0229737029642036,0.540280522449749,0.537855762863071,"CG3703/GAPsec/Dark/CG9175",4
"GO:0042277","peptide binding","2/43","16/2693",0.02593752203071,0.540280522449749,0.537855762863071,"mth/Rh7",2
"GO:0051536","iron-sulfur cluster binding","2/43","16/2693",0.02593752203071,0.540280522449749,0.537855762863071,"CG6550/CG3262",2
"GO:0051540","metal cluster binding","2/43","16/2693",0.02593752203071,0.540280522449749,0.537855762863071,"CG6550/CG3262",2
"GO:0033218","amide binding","2/43","17/2693",0.0291015901896382,0.540280522449749,0.537855762863071,"mth/Rh7",2
"GO:0008234","cysteine-type peptidase activity","2/43","20/2693",0.0394504202597076,0.540280522449749,0.537855762863071,"Dark/sol",2
"GO:0008144","drug binding","7/43","217/2693",0.0531857109013441,0.540280522449749,0.537855762863071,"Gcn2/r/ArgRS/mtg/Dark/CG3262/Nrk",7
"GO:0008528","G protein-coupled peptide receptor activity","2/43","24/2693",0.0550597927737943,0.540280522449749,0.537855762863071,"mth/Lkr",2
"GO:0005096","GTPase activator activity","3/43","56/2693",0.0585235740081018,0.540280522449749,0.537855762863071,"CG3703/GAPsec/CG9175",3
"GO:0005524","ATP binding","6/43","177/2693",0.0593166821369059,0.540280522449749,0.537855762863071,"Gcn2/r/ArgRS/Dark/CG3262/Nrk",6
"GO:0030695","GTPase regulator activity","3/43","57/2693",0.0611053390704665,0.540280522449749,0.537855762863071,"CG3703/GAPsec/CG9175",3
"GO:0032559","adenyl ribonucleotide binding","6/43","180/2693",0.0634091182140494,0.540280522449749,0.537855762863071,"Gcn2/r/ArgRS/Dark/CG3262/Nrk",6
"GO:0019904","protein domain specific binding","2/43","26/2693",0.0635552876190598,0.540280522449749,0.537855762863071,"Atg101/Dark",2
"GO:0030554","adenyl nucleotide binding","6/43","182/2693",0.066230198437619,0.540280522449749,0.537855762863071,"Gcn2/r/ArgRS/Dark/CG3262/Nrk",6
"GO:0001653","peptide receptor activity","2/43","27/2693",0.0679601302058176,0.540280522449749,0.537855762863071,"mth/Lkr",2
"GO:0060589","nucleoside-triphosphatase regulator activity","3/43","61/2693",0.0719590948144185,0.540280522449749,0.537855762863071,"CG3703/GAPsec/CG9175",3
"GO:0004888","transmembrane signaling receptor activity","5/43","146/2693",0.0802120694339572,0.540280522449749,0.537855762863071,"Nmdar2/mth/Rh7/Lkr/Nrk",5
"GO:0016874","ligase activity","2/43","31/2693",0.0865295449514606,0.540280522449749,0.537855762863071,"r/ArgRS",2
"GO:0030234","enzyme regulator activity","4/43","108/2693",0.0912628846702899,0.540280522449749,0.537855762863071,"CG3703/GAPsec/Dark/CG9175",4
"GO:0017137","Rab GTPase binding","3/43","68/2693",0.0928799110501612,0.540280522449749,0.537855762863071,"CG3703/GAPsec/Rich",3
"GO:0005244","voltage-gated ion channel activity","2/43","33/2693",0.0963290853980173,0.540280522449749,0.537855762863071,"Nmdar2/ClC-a",2
"GO:0022832","voltage-gated channel activity","2/43","33/2693",0.0963290853980173,0.540280522449749,0.537855762863071,"Nmdar2/ClC-a",2
"GO:0004930","G protein-coupled receptor activity","3/43","71/2693",0.102546704210107,0.551188535129327,0.548714820773382,"mth/Rh7/Lkr",3
"GO:0051020","GTPase binding","4/43","122/2693",0.127704122708608,0.575183054976522,0.572601654076995,"CG3703/GAPsec/Rich/CG9175",4
"GO:0038023","signaling receptor activity","5/43","171/2693",0.133606200068011,0.575183054976522,0.572601654076995,"Nmdar2/mth/Rh7/Lkr/Nrk",5
"GO:0060089","molecular transducer activity","5/43","171/2693",0.133606200068011,0.575183054976522,0.572601654076995,"Nmdar2/mth/Rh7/Lkr/Nrk",5
"GO:0035639","purine ribonucleoside triphosphate binding","6/43","223/2693",0.140202429102499,0.575183054976522,0.572601654076995,"Gcn2/r/ArgRS/Dark/CG3262/Nrk",6
"GO:0000166","nucleotide binding","7/43","274/2693",0.140583669802798,0.575183054976522,0.572601654076995,"Gcn2/r/ArgRS/Dark/ninaG/CG3262/Nrk",7
"GO:1901265","nucleoside phosphate binding","7/43","274/2693",0.140583669802798,0.575183054976522,0.572601654076995,"Gcn2/r/ArgRS/Dark/ninaG/CG3262/Nrk",7
"GO:0097367","carbohydrate derivative binding","7/43","277/2693",0.146512611627256,0.575183054976522,0.572601654076995,"Gcn2/r/ArgRS/mtg/Dark/CG3262/Nrk",7
"GO:0009881","photoreceptor activity","1/43","10/2693",0.148906704587033,0.575183054976522,0.572601654076995,"Rh7",1
"GO:0032555","purine ribonucleotide binding","6/43","229/2693",0.153478671426922,0.575183054976522,0.572601654076995,"Gcn2/r/ArgRS/Dark/CG3262/Nrk",6
"GO:0019899","enzyme binding","5/43","180/2693",0.156075919737363,0.575183054976522,0.572601654076995,"CG3703/Atg101/GAPsec/Rich/CG9175",5
"GO:0005484","SNAP receptor activity","1/43","11/2693",0.162547036939905,0.575183054976522,0.572601654076995,"Snap25",1
"GO:0032553","ribonucleotide binding","6/43","233/2693",0.16264509287495,0.575183054976522,0.572601654076995,"Gcn2/r/ArgRS/Dark/CG3262/Nrk",6
"GO:0017076","purine nucleotide binding","6/43","234/2693",0.164974984760708,0.575183054976522,0.572601654076995,"Gcn2/r/ArgRS/Dark/CG3262/Nrk",6
"GO:0004970","ionotropic glutamate receptor activity","1/43","13/2693",0.189190147311928,0.619241087216502,0.616461955450128,"Nmdar2",1
"GO:0004714","transmembrane receptor protein tyrosine kinase activity","1/43","14/2693",0.202199409873715,0.619241087216502,0.616461955450128,"Nrk",1
"GO:0036094","small molecule binding","7/43","303/2693",0.202825935597141,0.619241087216502,0.616461955450128,"Gcn2/r/ArgRS/Dark/ninaG/CG3262/Nrk",7
"GO:0000030","mannosyltransferase activity","1/43","15/2693",0.215004719830948,0.619241087216502,0.616461955450128,"tw",1
"GO:0008376","acetylgalactosaminyltransferase activity","1/43","15/2693",0.215004719830948,0.619241087216502,0.616461955450128,"Pgant7",1
"GO:0016879","ligase activity, forming carbon-nitrogen bonds","1/43","15/2693",0.215004719830948,0.619241087216502,0.616461955450128,"r",1
"GO:0017147","Wnt-protein binding","1/43","15/2693",0.215004719830948,0.619241087216502,0.616461955450128,"Nrk",1
"GO:0005254","chloride channel activity","1/43","16/2693",0.227609199684298,0.619241087216502,0.616461955450128,"ClC-a",1
"GO:0008066","glutamate receptor activity","1/43","16/2693",0.227609199684298,0.619241087216502,0.616461955450128,"Nmdar2",1
"GO:0019905","syntaxin binding","1/43","16/2693",0.227609199684298,0.619241087216502,0.616461955450128,"Snap25",1
"GO:0005085","guanyl-nucleotide exchange factor activity","2/43","57/2693",0.23051950306525,0.619241087216502,0.616461955450128,"Rich/CG9175",2
"GO:0005253","anion channel activity","1/43","17/2693",0.240015925277714,0.619241087216502,0.616461955450128,"ClC-a",1
"GO:0016782","transferase activity, transferring sulfur-containing groups","1/43","17/2693",0.240015925277714,0.619241087216502,0.616461955450128,"CG6550",1
"GO:0017112","Rab guanyl-nucleotide exchange factor activity","1/43","18/2693",0.252227926478409,0.62571927914836,0.622911073489187,"Rich",1
"GO:0019199","transmembrane receptor protein kinase activity","1/43","18/2693",0.252227926478409,0.62571927914836,0.622911073489187,"Nrk",1
"GO:0003774","motor activity","1/43","19/2693",0.264248187847166,0.629475515502973,0.626650451989904,"CG31638",1
"GO:0017016","Ras GTPase binding","3/43","112/2693",0.264435132775426,0.629475515502973,0.626650451989904,"CG3703/GAPsec/Rich",3
"GO:0031267","small GTPase binding","3/43","113/2693",0.268821057484841,0.629475515502973,0.626650451989904,"CG3703/GAPsec/Rich",3
"GO:0008061","chitin binding","1/43","20/2693",0.276079649299138,0.629475515502973,0.626650451989904,"mtg",1
"GO:0008188","neuropeptide receptor activity","1/43","22/2693",0.299187712784245,0.629475515502973,0.626650451989904,"Lkr",1
"GO:0048037","cofactor binding","3/43","120/2693",0.29975825926401,0.629475515502973,0.626650451989904,"CG6550/ninaG/CG3262",3
"GO:0043168","anion binding","7/43","344/2693",0.306073070697952,0.629475515502973,0.626650451989904,"Gcn2/r/ArgRS/Dark/ninaG/CG3262/Nrk",7
"GO:0016741","transferase activity, transferring one-carbon groups","1/43","23/2693",0.310469977235865,0.629475515502973,0.626650451989904,"r",1
"GO:0019901","protein kinase binding","1/43","23/2693",0.310469977235865,0.629475515502973,0.626650451989904,"Atg101",1
"GO:0098772","molecular function regulator","5/43","234/2693",0.31671729301965,0.629475515502973,0.626650451989904,"CG3703/GAPsec/Dark/Rich/CG9175",5
"GO:0004713","protein tyrosine kinase activity","1/43","24/2693",0.321574767864651,0.629475515502973,0.626650451989904,"Nrk",1
"GO:0016758","transferase activity, transferring hexosyl groups","2/43","74/2693",0.332060974177402,0.629475515502973,0.626650451989904,"tw/Pgant7",2
"GO:0015108","chloride transmembrane transporter activity","1/43","25/2693",0.332504810945138,0.629475515502973,0.626650451989904,"ClC-a",1
"GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","1/43","26/2693",0.343262791878181,0.629475515502973,0.626650451989904,"r",1
"GO:0022824","transmitter-gated ion channel activity","1/43","26/2693",0.343262791878181,0.629475515502973,0.626650451989904,"Nmdar2",1
"GO:0050660","flavin adenine dinucleotide binding","1/43","26/2693",0.343262791878181,0.629475515502973,0.626650451989904,"ninaG",1
"GO:0061134","peptidase regulator activity","1/43","26/2693",0.343262791878181,0.629475515502973,0.626650451989904,"Dark",1
"GO:0022839","ion gated channel activity","2/43","79/2693",0.361502997955015,0.629475515502973,0.626650451989904,"Nmdar2/ClC-a",2
