"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005776","autophagosome","4/203","10/2522",0.00581135779006743,0.9639943905985,0.9639943905985,"Wdr24/Pi3K59F/Atg5/Syx17",4
"GO:0000407","phagophore assembly site","4/203","12/2522",0.0120483817344083,0.9639943905985,0.9639943905985,"Atg12/Pi3K59F/Atg5/Atg1",4
"GO:0005615","extracellular space","21/203","162/2522",0.017257874470025,0.9639943905985,0.9639943905985,"PGRP-LF/CG6421/CG43165/Burs/CG1552/Toll-7/Pvf1/sxe2/clt/CG32052/CG12896/Fili/AstA/retinin/Crz/Pde1c/SIFa/Trissin/Mip/TotX/l(2)k05911",21
"GO:0005773","vacuole","7/203","43/2522",0.0528260493175282,0.9639943905985,0.9639943905985,"Wdr24/MRP/Tsp42Ej/Pi3K59F/Atg5/Syx17/dsb",7
"GO:0061695","transferase complex, transferring phosphorus-containing groups","4/203","19/2522",0.0605751074228931,0.9639943905985,0.9639943905985,"Socs36E/babo/Pi3K59F/Atg1",4
"GO:0005924","cell-substrate adherens junction","4/203","20/2522",0.071133243389561,0.9639943905985,0.9639943905985,"cno/chas/Lrt/shot",4
"GO:0030055","cell-substrate junction","4/203","20/2522",0.071133243389561,0.9639943905985,0.9639943905985,"cno/chas/Lrt/shot",4
"GO:1902494","catalytic complex","13/203","109/2522",0.0944687660401428,0.9639943905985,0.9639943905985,"Hakai/CG6758/Atg12/Socs36E/babo/Pi3K59F/CG8199/Mdr65/CG12096/CG33310/Atg5/Atg1/Ubr3",13
"GO:0030139","endocytic vesicle","3/203","14/2522",0.0966785900814907,0.9639943905985,0.9639943905985,"spri/stnA/dsb",3
"GO:0044421","extracellular region part","24/203","229/2522",0.101149928746627,0.9639943905985,0.9639943905985,"PGRP-LF/CG6421/CG30203/CG43165/Burs/CG1552/Toll-7/Pvf1/sxe2/clt/CG32052/Cpr64Ac/CG12896/Fili/AstA/retinin/Crz/Pde1c/SIFa/Trissin/Lcp65Ag2/Mip/TotX/l(2)k05911",24
"GO:0045177","apical part of cell","10/203","80/2522",0.104885421800931,0.9639943905985,0.9639943905985,"Cad96Ca/baz/sano/Pde6/Dlg5/chas/ClC-a/uif/loco/pot",10
"GO:0031252","cell leading edge","5/203","32/2522",0.109314648028344,0.9639943905985,0.9639943905985,"DIP-gamma/Git/dpr7/Shawl/dpr1",5
"GO:1990234","transferase complex","9/203","71/2522",0.112635316234826,0.9639943905985,0.9639943905985,"Hakai/CG6758/Atg12/Socs36E/babo/Pi3K59F/Atg5/Atg1/Ubr3",9
"GO:0031256","leading edge membrane","4/203","24/2522",0.121777789266167,0.9639943905985,0.9639943905985,"DIP-gamma/dpr7/Shawl/dpr1",4
"GO:0032589","neuron projection membrane","4/203","24/2522",0.121777789266167,0.9639943905985,0.9639943905985,"DIP-gamma/dpr7/Shawl/dpr1",4
