"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005089","Rho guanyl-nucleotide exchange factor activity","2/5","22/2693",0.000627857731572458,0.0123405171688042,0.00618572289163117,"Cdep/sif",2
"GO:0017048","Rho GTPase binding","2/5","30/2693",0.00117528734940992,0.0123405171688042,0.00618572289163117,"Cdep/sif",2
"GO:0005088","Ras guanyl-nucleotide exchange factor activity","2/5","47/2693",0.00288372911542891,0.0201861038080023,0.0101183477734348,"Cdep/sif",2
"GO:0005085","guanyl-nucleotide exchange factor activity","2/5","57/2693",0.00422574122545122,0.0221851414336189,0.0111203716459243,"Cdep/sif",2
"GO:0017016","Ras GTPase binding","2/5","112/2693",0.0157888168775339,0.0558183319957842,0.027979113782348,"Cdep/sif",2
"GO:0031267","small GTPase binding","2/5","113/2693",0.0160611081932797,0.0558183319957842,0.027979113782348,"Cdep/sif",2
"GO:0051020","GTPase binding","2/5","122/2693",0.0186061106652614,0.0558183319957842,0.027979113782348,"Cdep/sif",2
"GO:0008376","acetylgalactosaminyltransferase activity","1/5","15/2693",0.0275617047882598,0.072349475069182,0.036265401037184,"Pgant5",1
"GO:0003677","DNA binding","1/5","17/2693",0.0311902028529726,0.0727771399902694,0.0364797694186814,"Cdep",1
"GO:0019899","enzyme binding","2/5","180/2693",0.0388495577090461,0.0815840711889968,0.0408942712726801,"Cdep/sif",2
"GO:0003676","nucleic acid binding","1/5","27/2693",0.0491705874065107,0.0938711214124295,0.0470531936904409,"Cdep",1
"GO:0098772","molecular function regulator","2/5","234/2693",0.0630557545308296,0.110347570428952,0.0553120653779207,"Cdep/sif",2
"GO:0008194","UDP-glycosyltransferase activity","1/5","52/2693",0.0929558005677468,0.150159370147899,0.0752678547107261,"Pgant5",1
"GO:0016758","transferase activity, transferring hexosyl groups","1/5","74/2693",0.130138504501809,0.195207756752714,0.0978484996254204,"Pgant5",1
"GO:0016757","transferase activity, transferring glycosyl groups","1/5","84/2693",0.14663142242074,0.205283991389036,0.102899243804028,"Pgant5",1
"GO:0008092","cytoskeletal protein binding","1/5","106/2693",0.182035937492316,0.234602209468275,0.117595092465301,"Cdep",1
"GO:0005198","structural molecule activity","1/5","111/2693",0.189916074331461,0.234602209468275,0.117595092465301,"Flo2",1
"GO:0140096","catalytic activity, acting on a protein","1/5","365/2693",0.517519282118911,0.5520475607626,0.276715569304561,"Pgant5",1
"GO:1901363","heterocyclic compound binding","1/5","370/2693",0.522682771535555,0.5520475607626,0.276715569304561,"Cdep",1
"GO:0097159","organic cyclic compound binding","1/5","373/2693",0.525759581678666,0.5520475607626,0.276715569304561,"Cdep",1
"GO:0016740","transferase activity","1/5","408/2693",0.560497902688055,0.560497902688055,0.280951329668198,"Pgant5",1
