"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008238","exopeptidase activity","3/55","23/2693",0.0106915011796088,0.768525896368171,0.768525896368171,"CG42750/CG10098/CG46339",3
"GO:0004601","peroxidase activity","2/55","10/2693",0.0165944476526289,0.768525896368171,0.768525896368171,"GstT2/cysu",2
"GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","2/55","10/2693",0.0165944476526289,0.768525896368171,0.768525896368171,"GstT2/cysu",2
"GO:0004177","aminopeptidase activity","2/55","11/2693",0.0200187957411807,0.768525896368171,0.768525896368171,"CG42750/CG46339",2
"GO:0016209","antioxidant activity","2/55","12/2693",0.023711141840093,0.768525896368171,0.768525896368171,"GstT2/cysu",2
"GO:0099516","ion antiporter activity","2/55","16/2693",0.0409266906571238,0.768525896368171,0.768525896368171,"Nha1/CG1907",2
"GO:0015297","antiporter activity","2/55","24/2693",0.084913673765268,0.768525896368171,0.768525896368171,"Nha1/CG1907",2
"GO:0004842","ubiquitin-protein transferase activity","3/55","52/2693",0.08832745158776,0.768525896368171,0.768525896368171,"CG10916/Fbw5/Rchy1",3
"GO:0015108","chloride transmembrane transporter activity","2/55","25/2693",0.0911243150577596,0.768525896368171,0.768525896368171,"Nha1/HisCl1",2
"GO:0019787","ubiquitin-like protein transferase activity","3/55","53/2693",0.0923225623506646,0.768525896368171,0.768525896368171,"CG10916/Fbw5/Rchy1",3
"GO:0140101","catalytic activity, acting on a tRNA","2/55","28/2693",0.11050735455836,0.768525896368171,0.768525896368171,"ArgRS/CG17327",2
"GO:0140096","catalytic activity, acting on a protein","11/55","365/2693",0.115626083813881,0.768525896368171,0.768525896368171,"CG42750/Nepl18/CG11858/Lrrk/CG10098/CG10916/CG46339/Fbw5/Dnz1/Rchy1/fu",11
"GO:0016874","ligase activity","2/55","31/2693",0.130863589068245,0.768525896368171,0.768525896368171,"CTPsyn/ArgRS",2
"GO:0005267","potassium channel activity","2/55","32/2693",0.137833361177071,0.768525896368171,0.768525896368171,"CG42594/Shab",2
"GO:0015103","inorganic anion transmembrane transporter activity","2/55","34/2693",0.152011440480156,0.768525896368171,0.768525896368171,"Nha1/HisCl1",2
"GO:0140098","catalytic activity, acting on RNA","2/55","35/2693",0.159207818733023,0.768525896368171,0.768525896368171,"ArgRS/CG17327",2
"GO:0005126","cytokine receptor binding","1/55","10/2693",0.186733816570859,0.768525896368171,0.768525896368171,"Socs36E",1
"GO:0015298","solute:cation antiporter activity","1/55","10/2693",0.186733816570859,0.768525896368171,0.768525896368171,"Nha1",1
"GO:0019706","protein-cysteine S-palmitoyltransferase activity","1/55","11/2693",0.203405318653827,0.768525896368171,0.768525896368171,"Dnz1",1
"GO:0019707","protein-cysteine S-acyltransferase activity","1/55","11/2693",0.203405318653827,0.768525896368171,0.768525896368171,"Dnz1",1
"GO:0003735","structural constituent of ribosome","2/55","42/2693",0.211079660414479,0.768525896368171,0.768525896368171,"mRpS21/mRpS24",2
"GO:0008509","anion transmembrane transporter activity","3/55","79/2693",0.217454381514599,0.768525896368171,0.768525896368171,"Nha1/HisCl1/CG1907",3
"GO:0015079","potassium ion transmembrane transporter activity","2/55","43/2693",0.218644733132934,0.768525896368171,0.768525896368171,"CG42594/Shab",2
"GO:0003777","microtubule motor activity","1/55","12/2693",0.219741152909621,0.768525896368171,0.768525896368171,"sw",1
"GO:0008235","metalloexopeptidase activity","1/55","12/2693",0.219741152909621,0.768525896368171,0.768525896368171,"CG42750",1
"GO:0016417","S-acyltransferase activity","1/55","12/2693",0.219741152909621,0.768525896368171,0.768525896368171,"Dnz1",1
"GO:0030276","clathrin binding","1/55","12/2693",0.219741152909621,0.768525896368171,0.768525896368171,"Sytbeta",1
"GO:0051082","unfolded protein binding","1/55","12/2693",0.219741152909621,0.768525896368171,0.768525896368171,"jdp",1
