"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015103","inorganic anion transmembrane transporter activity","8/213","34/2693",0.00402112100738094,0.935294151266608,0.935294151266608,"CG10353/Rdl/CG9717/ort/prt/MRP/subdued/Ndae1",8
"GO:0016741","transferase activity, transferring one-carbon groups","6/213","23/2693",0.00733564040209104,0.935294151266608,0.935294151266608,"CG8067/csul/CG11447/CG8665/metl/CG12822",6
"GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","4/213","13/2693",0.0153912964680221,0.990210635585226,0.990210635585226,"csul/CG11447/metl/CG12822",4
"GO:0008168","methyltransferase activity","5/213","21/2693",0.0210677056344074,0.990210635585226,0.990210635585226,"CG8067/csul/CG11447/metl/CG12822",5
"GO:0005254","chloride channel activity","4/213","16/2693",0.0324856708203637,0.990210635585226,0.990210635585226,"CG10353/Rdl/ort/subdued",4
"GO:0003677","DNA binding","4/213","17/2693",0.0399253495553439,0.990210635585226,0.990210635585226,"CG5098/per/ewg/Cdep",4
"GO:0005253","anion channel activity","4/213","17/2693",0.0399253495553439,0.990210635585226,0.990210635585226,"CG10353/Rdl/ort/subdued",4
"GO:0015108","chloride transmembrane transporter activity","5/213","25/2693",0.0425238119406823,0.990210635585226,0.990210635585226,"CG10353/Rdl/ort/prt/subdued",5
"GO:0030246","carbohydrate binding","5/213","29/2693",0.0736635340080075,0.990210635585226,0.990210635585226,"CG5335/Mp/galectin/alpha-Man-IIa/CG30148",5
"GO:0008509","anion transmembrane transporter activity","10/213","79/2693",0.0901118959554342,0.990210635585226,0.990210635585226,"CG10353/Rdl/CG9717/CG16700/ort/Sln/prt/MRP/subdued/Ndae1",10
"GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","5/213","31/2693",0.0928766447566858,0.990210635585226,0.990210635585226,"CG30491/CG12766/Had2/CG3301/CG9265",5
"GO:0016491","oxidoreductase activity","19/213","176/2693",0.0964594704622982,0.990210635585226,0.990210635585226,"CG17928/CG30491/Egm/Cyp9h1/CG15717/CG11257/P5cr/CG12766/CG1441/UQCR-11/JMJD4/Had2/CG3301/olf413/CG8665/sgll/cysu/CG9265/Cyp12a5",19
"GO:0008270","zinc ion binding","10/213","83/2693",0.115899433693584,0.990210635585226,0.990210635585226,"Timp/nkd/CG30094/Pex10/CG4467/CG1909/CG34401/lt/Rbpn-5/CG32369",10
"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","5/213","34/2693",0.12598490382917,0.990210635585226,0.990210635585226,"CG30491/CG12766/Had2/CG3301/CG9265",5
"GO:1901681","sulfur compound binding","3/213","16/2693",0.127323861170564,0.990210635585226,0.990210635585226,"robo1/CG5599/Naa80",3
"GO:0033218","amide binding","3/213","17/2693",0.14605211365954,0.990210635585226,0.990210635585226,"CG4467/Naa80/AstC-R1",3
"GO:0003676","nucleic acid binding","4/213","27/2693",0.160105756083136,0.990210635585226,0.990210635585226,"CG5098/per/ewg/Cdep",4
"GO:0043565","sequence-specific DNA binding","2/213","10/2693",0.184342297827549,0.990210635585226,0.990210635585226,"per/ewg",2
"GO:0003924","GTPase activity","6/213","50/2693",0.199287555419876,0.990210635585226,0.990210635585226,"Ric/Ggamma30A/Opa1/Rab19/CG8500/CG14669",6
"GO:0030594","neurotransmitter receptor activity","6/213","50/2693",0.199287555419876,0.990210635585226,0.990210635585226,"Rdl/nAChRbeta2/5-HT1A/ort/TyrR/Dop1R1",6
"GO:0008227","G protein-coupled amine receptor activity","3/213","20/2693",0.206771913307374,0.990210635585226,0.990210635585226,"5-HT1A/TyrR/Dop1R1",3
"GO:0099528","G protein-coupled neurotransmitter receptor activity","3/213","20/2693",0.206771913307374,0.990210635585226,0.990210635585226,"5-HT1A/TyrR/Dop1R1",3
"GO:0140110","transcription regulator activity","3/213","20/2693",0.206771913307374,0.990210635585226,0.990210635585226,"CG5098/per/ewg",3
"GO:0016763","transferase activity, transferring pentosyl groups","2/213","11/2693",0.214178978067053,0.990210635585226,0.990210635585226,"Xxylt/rumi",2
"GO:0008194","UDP-glycosyltransferase activity","6/213","52/2693",0.225111638286498,0.990210635585226,0.990210635585226,"CG31849/botv/beta3GalTII/Xxylt/rumi/CG9171",6
"GO:0003735","structural constituent of ribosome","5/213","42/2693",0.234953678421023,0.990210635585226,0.990210635585226,"mRpL55/mRpS34/mRpL38/mRpS18B/mRpS30",5
"GO:0005230","extracellular ligand-gated ion channel activity","4/213","32/2693",0.243957553592204,0.990210635585226,0.990210635585226,"Rdl/nAChRbeta2/ort/CG8916",4
"GO:0016407","acetyltransferase activity","2/213","12/2693",0.244417263137521,0.990210635585226,0.990210635585226,"CG5599/Naa80",2
"GO:0005089","Rho guanyl-nucleotide exchange factor activity","3/213","22/2693",0.249925922146316,0.990210635585226,0.990210635585226,"PsGEF/sif/Cdep",3
"GO:0005543","phospholipid binding","6/213","54/2693",0.251961954883775,0.990210635585226,0.990210635585226,"CG7156/PsGEF/EndoA/CG5734/rush/Graf",6
"GO:0016746","transferase activity, transferring acyl groups","6/213","54/2693",0.251961954883775,0.990210635585226,0.990210635585226,"EndoA/mino/Tg/CG5599/CG33110/Naa80",6
"GO:0071855","neuropeptide receptor binding","2/213","13/2693",0.274808323782758,0.990210635585226,0.990210635585226,"Dsk/FMRFa",2
"GO:0008289","lipid binding","7/213","68/2693",0.289365903552996,0.990210635585226,0.990210635585226,"CG7156/PsGEF/EndoA/CG5599/CG5734/rush/Graf",7
"GO:0005525","GTP binding","5/213","46/2693",0.297101564792993,0.990210635585226,0.990210635585226,"Ric/Opa1/Rab19/CG8500/CG14669",5
"GO:0032549","ribonucleoside binding","5/213","46/2693",0.297101564792993,0.990210635585226,0.990210635585226,"Ric/Opa1/Rab19/CG8500/CG14669",5
"GO:0032550","purine ribonucleoside binding","5/213","46/2693",0.297101564792993,0.990210635585226,0.990210635585226,"Ric/Opa1/Rab19/CG8500/CG14669",5
"GO:0140098","catalytic activity, acting on RNA","4/213","35/2693",0.298243405242453,0.990210635585226,0.990210635585226,"CG11447/LeuRS-m/metl/CG12822",4
"GO:0003700","DNA-binding transcription factor activity","2/213","14/2693",0.305139849700984,0.990210635585226,0.990210635585226,"CG5098/ewg",2
"GO:0005088","Ras guanyl-nucleotide exchange factor activity","5/213","47/2693",0.313083269375186,0.990210635585226,0.990210635585226,"PsGEF/sif/Ccz1/C3G/Cdep",5
"GO:0004930","G protein-coupled receptor activity","7/213","71/2693",0.328532491220548,0.990210635585226,0.990210635585226,"CG32447/Rh3/5-HT1A/TyrR/Dop1R1/TkR99D/AstC-R1",7
"GO:0001882","nucleoside binding","5/213","48/2693",0.329178468809656,0.990210635585226,0.990210635585226,"Ric/Opa1/Rab19/CG8500/CG14669",5
"GO:0001883","purine nucleoside binding","5/213","48/2693",0.329178468809656,0.990210635585226,0.990210635585226,"Ric/Opa1/Rab19/CG8500/CG14669",5
"GO:0001664","G protein-coupled receptor binding","4/213","37/2693",0.335228499046576,0.990210635585226,0.990210635585226,"Dh44/Dsk/FMRFa/Wnt10",4
"GO:0005319","lipid transporter activity","2/213","15/2693",0.335231872658074,0.990210635585226,0.990210635585226,"Npc1a/CG34120",2
"GO:0052689","carboxylic ester hydrolase activity","3/213","26/2693",0.339057331878867,0.990210635585226,0.990210635585226,"LeuRS-m/CG30503/alpha-Est5",3
"GO:0032561","guanyl ribonucleotide binding","5/213","49/2693",0.345356094252572,0.990210635585226,0.990210635585226,"Ric/Opa1/Rab19/CG8500/CG14669",5
"GO:0030234","enzyme regulator activity","10/213","108/2693",0.348405161439497,0.990210635585226,0.990210635585226,"Tap42/Pka-R2/Nf1/Timp/CG10973/CG4733/Rab19/Spn77Ba/Rbpn-5/Graf",10
"GO:0046914","transition metal ion binding","13/213","144/2693",0.349360194042033,0.990210635585226,0.990210635585226,"Cyp9h1/Timp/nkd/CG30094/Pex10/CG4467/CG1909/CG34401/lt/Rbpn-5/CG32369/olf413/Cyp12a5",13
"GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","5/213","50/2693",0.36158593190065,0.990210635585226,0.990210635585226,"EndoA/mino/CG5599/CG33110/Naa80",5
"GO:0019905","syntaxin binding","2/213","16/2693",0.364933017156289,0.990210635585226,0.990210635585226,"gammaSnap2/Vps52",2
"GO:0042277","peptide binding","2/213","16/2693",0.364933017156289,0.990210635585226,0.990210635585226,"CG4467/AstC-R1",2
