"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008354","germ cell migration","1/5","13/2428",0.0265074710031032,0.24248911417819,0.221665949248761,"nes",1
"GO:0044255","cellular lipid metabolic process","2/5","141/2428",0.0298214373657149,0.24248911417819,0.221665949248761,"PGAP5/nes",2
"GO:0006506","GPI anchor biosynthetic process","1/5","16/2428",0.0325439934848708,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0006505","GPI anchor metabolic process","1/5","17/2428",0.0345494993026884,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0007286","spermatid development","1/5","17/2428",0.0345494993026884,0.24248911417819,0.221665949248761,"nes",1
"GO:0048515","spermatid differentiation","1/5","18/2428",0.0365516778607499,0.24248911417819,0.221665949248761,"nes",1
"GO:0006629","lipid metabolic process","2/5","166/2428",0.0405076621558253,0.24248911417819,0.221665949248761,"PGAP5/nes",2
"GO:0007349","cellularization","1/5","20/2428",0.0405460697614355,0.24248911417819,0.221665949248761,"nes",1
"GO:0009247","glycolipid biosynthetic process","1/5","22/2428",0.0445272022802101,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0006661","phosphatidylinositol biosynthetic process","1/5","23/2428",0.0465128065979986,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0006664","glycolipid metabolic process","1/5","25/2428",0.0504741119735709,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:1903509","liposaccharide metabolic process","1/5","25/2428",0.0504741119735709,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0046474","glycerophospholipid biosynthetic process","1/5","28/2428",0.0563913736535778,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0051604","protein maturation","1/5","30/2428",0.0603197984787698,0.24248911417819,0.221665949248761,"CG9804",1
"GO:0046467","membrane lipid biosynthetic process","1/5","31/2428",0.0622790983151357,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0045017","glycerolipid biosynthetic process","1/5","32/2428",0.0642351285647912,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0006497","protein lipidation","1/5","34/2428",0.0681373966757772,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0006888","ER to Golgi vesicle-mediated transport","1/5","34/2428",0.0681373966757772,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0007283","spermatogenesis","1/5","34/2428",0.0681373966757772,0.24248911417819,0.221665949248761,"nes",1
"GO:0042158","lipoprotein biosynthetic process","1/5","34/2428",0.0681373966757772,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0008654","phospholipid biosynthetic process","1/5","35/2428",0.0700836427144661,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0042157","lipoprotein metabolic process","1/5","37/2428",0.073966379176011,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0006643","membrane lipid metabolic process","1/5","38/2428",0.0759028777557351,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0046488","phosphatidylinositol metabolic process","1/5","39/2428",0.0778361353336517,0.24248911417819,0.221665949248761,"PGAP5",1
"GO:0048232","male gamete generation","1/5","40/2428",0.0797661559796677,0.24248911417819,0.221665949248761,"nes",1
"GO:0030258","lipid modification","1/5","45/2428",0.0893678474394158,0.261229092515216,0.23879667736848,"nes",1
"GO:0006650","glycerophospholipid metabolic process","1/5","48/2428",0.095090278863886,0.267661525690938,0.244676740936315,"PGAP5",1
"GO:0018193","peptidyl-amino acid modification","1/5","61/2428",0.119556029920945,0.306760746490206,0.280418410919024,"CG9804",1
"GO:0046486","glycerolipid metabolic process","1/5","61/2428",0.119556029920945,0.306760746490206,0.280418410919024,"PGAP5",1
"GO:0006644","phospholipid metabolic process","1/5","63/2428",0.123272547552015,0.306760746490206,0.280418410919024,"PGAP5",1
"GO:0010256","endomembrane system organization","1/5","64/2428",0.12512609396311,0.306760746490206,0.280418410919024,"nes",1
"GO:0006464","cellular protein modification process","2/5","336/2428",0.143637345829701,0.319302603558902,0.291883266411185,"PGAP5/CG9804",2
"GO:0036211","protein modification process","2/5","336/2428",0.143637345829701,0.319302603558902,0.291883266411185,"PGAP5/CG9804",2
"GO:0048193","Golgi vesicle transport","1/5","76/2428",0.147125156775923,0.319302603558902,0.291883266411185,"PGAP5",1
"GO:0090407","organophosphate biosynthetic process","1/5","78/2428",0.150748240538827,0.319302603558902,0.291883266411185,"PGAP5",1
"GO:0008610","lipid biosynthetic process","1/5","79/2428",0.152555159175979,0.319302603558902,0.291883266411185,"PGAP5",1
"GO:0043412","macromolecule modification","2/5","352/2428",0.155449951732623,0.319302603558902,0.291883266411185,"PGAP5/CG9804",2
"GO:0061024","membrane organization","1/5","83/2428",0.159752103865899,0.319504207731798,0.292067558314386,"nes",1
"GO:0016477","cell migration","1/5","110/2428",0.207062866012363,0.387023330780516,0.35378864032568,"nes",1
"GO:0048870","cell motility","1/5","114/2428",0.213886727549126,0.387023330780516,0.35378864032568,"nes",1
"GO:0051674","localization of cell","1/5","114/2428",0.213886727549126,0.387023330780516,0.35378864032568,"nes",1
"GO:0048646","anatomical structure formation involved in morphogenesis","1/5","117/2428",0.218973726625818,0.387023330780516,0.35378864032568,"nes",1
"GO:1901137","carbohydrate derivative biosynthetic process","1/5","117/2428",0.218973726625818,0.387023330780516,0.35378864032568,"PGAP5",1
"GO:0019637","organophosphate metabolic process","1/5","129/2428",0.239059059721164,0.410136199543209,0.374916747504873,"PGAP5",1
"GO:0044267","cellular protein metabolic process","2/5","462/2428",0.242843802361111,0.410136199543209,0.374916747504873,"PGAP5/CG9804",2
"GO:0007281","germ cell development","1/5","135/2428",0.248945558867358,0.411301358128679,0.375981850920953,"nes",1
"GO:0003006","developmental process involved in reproduction","1/5","155/2428",0.28116099170956,0.445171570206803,0.406943540632258,"nes",1
