"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072348","sulfur compound transport","1/1","10/2428",0.00411861614497522,0.0367145210637798,0.0128822880925543,"Bmcp",1
"GO:0098661","inorganic anion transmembrane transport","1/1","12/2428",0.00494233937397015,0.0367145210637798,0.0128822880925543,"Bmcp",1
"GO:0015893","drug transport","1/1","20/2428",0.00823723228995044,0.0367145210637798,0.0128822880925543,"Bmcp",1
"GO:0007605","sensory perception of sound","1/1","24/2428",0.00988467874794052,0.0367145210637798,0.0128822880925543,"Bmcp",1
"GO:0015698","inorganic anion transport","1/1","25/2428",0.0102965403624381,0.0367145210637798,0.0128822880925543,"Bmcp",1
"GO:1903825","organic acid transmembrane transport","1/1","26/2428",0.0107084019769358,0.0367145210637798,0.0128822880925543,"Bmcp",1
"GO:1905039","carboxylic acid transmembrane transport","1/1","26/2428",0.0107084019769358,0.0367145210637798,0.0128822880925543,"Bmcp",1
"GO:0050954","sensory perception of mechanical stimulus","1/1","31/2428",0.0127677100494233,0.03830313014827,0.0134396947888667,"Bmcp",1
"GO:0098656","anion transmembrane transport","1/1","40/2428",0.0164744645799011,0.0395387149917626,0.013873233330443,"Bmcp",1
"GO:0046942","carboxylic acid transport","1/1","43/2428",0.0177100494233938,0.0395387149917626,0.013873233330443,"Bmcp",1
"GO:0015849","organic acid transport","1/1","44/2428",0.0181219110378912,0.0395387149917626,0.013873233330443,"Bmcp",1
"GO:0015711","organic anion transport","1/1","61/2428",0.0251235584843494,0.0502471169686989,0.0176305673574382,"Bmcp",1
"GO:0042493","response to drug","1/1","76/2428",0.031301482701812,0.0533772652388798,0.0187288649960982,"Bmcp",1
"GO:0098660","inorganic ion transmembrane transport","1/1","80/2428",0.0329489291598024,0.0533772652388798,0.0187288649960982,"Bmcp",1
"GO:0006820","anion transport","1/1","81/2428",0.0333607907742999,0.0533772652388798,0.0187288649960982,"Bmcp",1
"GO:0007600","sensory perception","1/1","98/2428",0.0403624382207578,0.0605436573311367,0.0212433885372409,"Bmcp",1
"GO:0034220","ion transmembrane transport","1/1","128/2428",0.0527182866556837,0.0744258164550828,0.026114321563187,"Bmcp",1
"GO:0050877","nervous system process","1/1","182/2428",0.07495881383855,0.0999450851180666,0.0350684509186199,"Bmcp",1
"GO:0003008","system process","1/1","218/2428",0.0897858319604612,0.105436573311367,0.0369952888811815,"Bmcp",1
"GO:0019222","regulation of metabolic process","1/1","222/2428",0.0914332784184513,0.105436573311367,0.0369952888811815,"Bmcp",1
"GO:0006811","ion transport","1/1","224/2428",0.0922570016474464,0.105436573311367,0.0369952888811815,"Bmcp",1
"GO:0055085","transmembrane transport","1/1","238/2428",0.098023064250412,0.10693425190954,0.0375207901436984,"Bmcp",1
"GO:0071702","organic substance transport","1/1","258/2428",0.106260296540362,0.110880309433422,0.0389053717310251,"Bmcp",1
"GO:0042221","response to chemical","1/1","335/2428",0.137973640856672,0.137973640856672,0.0484118038093586,"Bmcp",1
