"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0004713","protein tyrosine kinase activity","3/22","24/2693",0.00085752400213771,0.0780346841945316,0.0780346841945316,"sev/Btk29A/Shark",3
"GO:0004857","enzyme inhibitor activity","2/22","29/2693",0.022640296360402,0.396563038434617,0.396563038434617,"Tap42/CG14408",2
"GO:0004672","protein kinase activity","3/22","92/2693",0.0371366841831177,0.396563038434617,0.396563038434617,"sev/Btk29A/Shark",3
"GO:0016491","oxidoreductase activity","4/22","176/2693",0.0510837058090627,0.396563038434617,0.396563038434617,"CG4036/CG8665/CG9150/CG17121",4
"GO:0030234","enzyme regulator activity","3/22","108/2693",0.0554988382519259,0.396563038434617,0.396563038434617,"Tap42/CG14408/TBC1D16",3
"GO:0097367","carbohydrate derivative binding","5/22","277/2693",0.0678031813693346,0.396563038434617,0.396563038434617,"sev/Cht11/CG4789/Btk29A/Shark",5
"GO:0016773","phosphotransferase activity, alcohol group as acceptor","3/22","122/2693",0.0745722037662299,0.396563038434617,0.396563038434617,"sev/Btk29A/Shark",3
"GO:0005126","cytokine receptor binding","1/22","10/2693",0.0788816567206222,0.396563038434617,0.396563038434617,"Actbeta",1
"GO:0019902","phosphatase binding","1/22","10/2693",0.0788816567206222,0.396563038434617,0.396563038434617,"Tap42",1
"GO:0019903","protein phosphatase binding","1/22","10/2693",0.0788816567206222,0.396563038434617,0.396563038434617,"Tap42",1
"GO:0051213","dioxygenase activity","1/22","10/2693",0.0788816567206222,0.396563038434617,0.396563038434617,"CG4036",1
"GO:0016301","kinase activity","3/22","126/2693",0.0805092555552139,0.396563038434617,0.396563038434617,"sev/Btk29A/Shark",3
"GO:0005484","SNAP receptor activity","1/22","11/2693",0.0864346211455744,0.396563038434617,0.396563038434617,"Syx16",1
"GO:0019887","protein kinase regulator activity","1/22","11/2693",0.0864346211455744,0.396563038434617,0.396563038434617,"CG14408",1
"GO:0008144","drug binding","4/22","217/2693",0.0951957153648413,0.396563038434617,0.396563038434617,"sev/Cht11/Btk29A/Shark",4
"GO:0004725","protein tyrosine phosphatase activity","1/22","13/2693",0.101363572543299,0.396563038434617,0.396563038434617,"Ptp36E",1
"GO:0008083","growth factor activity","1/22","13/2693",0.101363572543299,0.396563038434617,0.396563038434617,"Actbeta",1
"GO:0019207","kinase regulator activity","1/22","13/2693",0.101363572543299,0.396563038434617,0.396563038434617,"CG14408",1
"GO:0035639","purine ribonucleoside triphosphate binding","4/22","223/2693",0.102859146329926,0.396563038434617,0.396563038434617,"sev/CG4789/Btk29A/Shark",4
"GO:0016740","transferase activity","6/22","408/2693",0.102907890318399,0.396563038434617,0.396563038434617,"heix/sev/CG8665/Btk29A/CG9220/Shark",6
"GO:0004714","transmembrane receptor protein tyrosine kinase activity","1/22","14/2693",0.108740438738838,0.396563038434617,0.396563038434617,"sev",1
"GO:0032555","purine ribonucleotide binding","4/22","229/2693",0.110814482923952,0.396563038434617,0.396563038434617,"sev/CG4789/Btk29A/Shark",4
"GO:0008376","acetylgalactosaminyltransferase activity","1/22","15/2693",0.116059479555466,0.396563038434617,0.396563038434617,"CG9220",1
"GO:0032553","ribonucleotide binding","4/22","233/2693",0.116276559945416,0.396563038434617,0.396563038434617,"sev/CG4789/Btk29A/Shark",4
"GO:0016772","transferase activity, transferring phosphorus-containing groups","3/22","148/2693",0.11670759381632,0.396563038434617,0.396563038434617,"sev/Btk29A/Shark",3
"GO:0017076","purine nucleotide binding","4/22","234/2693",0.117661560854227,0.396563038434617,0.396563038434617,"sev/CG4789/Btk29A/Shark",4
"GO:0098772","molecular function regulator","4/22","234/2693",0.117661560854227,0.396563038434617,0.396563038434617,"Tap42/CG14408/TBC1D16/Actbeta",4
"GO:0009975","cyclase activity","1/22","16/2693",0.12332112684814,0.400793662256454,0.400793662256454,"Gycbeta100B",1
"GO:0016849","phosphorus-oxygen lyase activity","1/22","17/2693",0.130525809406728,0.40335316441662,0.40335316441662,"Gycbeta100B",1
"GO:0008375","acetylglucosaminyltransferase activity","1/22","18/2693",0.137673952976628,0.40335316441662,0.40335316441662,"CG9220",1
"GO:0019199","transmembrane receptor protein kinase activity","1/22","18/2693",0.137673952976628,0.40335316441662,0.40335316441662,"sev",1
"GO:0008061","chitin binding","1/22","20/2693",0.151802311032375,0.40335316441662,0.40335316441662,"Cht11",1
"GO:0005524","ATP binding","3/22","177/2693",0.172239786551026,0.40335316441662,0.40335316441662,"sev/Btk29A/Shark",3
"GO:0004721","phosphoprotein phosphatase activity","1/22","23/2693",0.17258127654198,0.40335316441662,0.40335316441662,"Ptp36E",1
"GO:0016741","transferase activity, transferring one-carbon groups","1/22","23/2693",0.17258127654198,0.40335316441662,0.40335316441662,"CG8665",1
"GO:1901363","heterocyclic compound binding","5/22","370/2693",0.174768454952115,0.40335316441662,0.40335316441662,"sev/CG4789/Gycbeta100B/Btk29A/Shark",5
